!!SBtab Document='AKAP79' Version='1.0' TableName='EX41__500nM__TRUE___TRUE' TableType='QuantityMatrix'
!TimePoint	!Time	>AKAR4pOUT	~AKAR4pOUT
E0503T001	-15	105.5961	0.01
E0503T002	-10	107.2023	0.01
E0503T003	 -5	108.7695	0.01
E0503T004	  0	110.2987	0.01
E0503T005	  5	111.7906	0.01
E0503T006	 10	113.2464	0.01
E0503T007	 15	114.6668	0.01
E0503T008	 20	116.0528	0.01
E0503T009	 25	117.4051	0.01
E0503T010	 30	118.7245	0.01
E0503T011	 35	120.0119	0.01
E0503T012	 40	121.2678	0.01
E0503T013	 45	122.4931	0.01
E0503T014	 50	123.6885	0.01
E0503T015	 55	124.8549	0.01
E0503T016	 60	125.9930	0.01
E0503T017	 65	127.1033	0.01
E0503T018	 70	128.1867	0.01
E0503T019	 75	129.2438	0.01
E0503T020	 80	130.2752	0.01
E0503T021	 85	131.2814	0.01
E0503T022	 90	132.2633	0.01
E0503T023	 95	133.2212	0.01
E0503T024	100	134.1559	0.01
E0503T025	105	135.0679	0.01
E0503T026	110	135.9577	0.01
E0503T027	115	136.8258	0.01
E0503T028	120	137.6729	0.01
E0503T029	125	138.4993	0.01
E0503T030	130	139.3057	0.01
E0503T031	135	140.0925	0.01
E0503T032	140	140.8601	0.01
E0503T033	145	141.6091	0.01
E0503T034	150	142.3398	0.01
E0503T035	155	143.0529	0.01
E0503T036	160	143.7485	0.01
E0503T037	165	144.4273	0.01
E0503T038	170	145.0896	0.01
E0503T039	175	145.7357	0.01
E0503T040	180	146.3662	0.01
E0503T041	185	146.9813	0.01
E0503T042	190	147.5815	0.01
E0503T043	195	148.1671	0.01
E0503T044	200	148.7384	0.01
E0503T045	205	149.2959	0.01
E0503T046	210	149.8398	0.01
E0503T047	215	150.3705	0.01
E0503T048	220	150.8883	0.01
E0503T049	225	151.3935	0.01
E0503T050	230	151.8864	0.01
E0503T051	235	152.3673	0.01
E0503T052	240	152.8366	0.01
E0503T053	245	153.2944	0.01
E0503T054	250	153.7411	0.01
E0503T055	255	154.1770	0.01
E0503T056	260	154.6022	0.01
E0503T057	265	155.0171	0.01
E0503T058	270	155.4220	0.01
E0503T059	275	155.8169	0.01
E0503T060	280	156.2023	0.01
E0503T061	285	156.5783	0.01
E0503T062	290	156.9452	0.01
E0503T063	295	157.3032	0.01
E0503T064	300	157.6524	0.01
E0503T065	305	157.9932	0.01
E0503T066	310	158.3257	0.01
E0503T067	315	158.6501	0.01
E0503T068	320	158.9666	0.01
E0503T069	325	159.2754	0.01
E0503T070	330	159.5767	0.01
E0503T071	335	159.8707	0.01
E0503T072	340	160.1575	0.01
E0503T073	345	160.4374	0.01
E0503T074	350	160.7105	0.01
E0503T075	355	160.9769	0.01
E0503T076	360	161.2368	0.01
E0503T077	365	161.4905	0.01
E0503T078	370	161.7379	0.01
E0503T079	375	161.9794	0.01
E0503T080	380	162.2150	0.01
E0503T081	385	162.4448	0.01
E0503T082	390	162.6691	0.01
E0503T083	395	162.8879	0.01
E0503T084	400	163.1014	0.01
E0503T085	405	163.3097	0.01
E0503T086	410	163.5129	0.01
E0503T087	415	163.7112	0.01
E0503T088	420	163.9047	0.01
E0503T089	425	164.0935	0.01
E0503T090	430	164.2777	0.01
E0503T091	435	164.4574	0.01
E0503T092	440	164.6327	0.01
E0503T093	445	164.8038	0.01
E0503T094	450	164.9707	0.01
E0503T095	455	165.1336	0.01
E0503T096	460	165.2925	0.01
E0503T097	465	165.4475	0.01
E0503T098	470	165.5988	0.01
E0503T099	475	165.7464	0.01
E0503T100	480	165.8904	0.01
E0503T101	485	166.0309	0.01
E0503T102	490	166.1679	0.01
E0503T103	495	166.3017	0.01
E0503T104	500	166.4322	0.01
E0503T105	505	166.5595	0.01
E0503T106	510	166.6838	0.01
E0503T107	515	166.8050	0.01
E0503T108	520	166.9233	0.01
E0503T109	525	167.0386	0.01
E0503T110	530	167.1512	0.01
E0503T111	535	167.2611	0.01
E0503T112	540	167.3683	0.01
E0503T113	545	167.4728	0.01
E0503T114	550	167.5749	0.01
E0503T115	555	167.6744	0.01
E0503T116	560	167.7716	0.01
E0503T117	565	167.8663	0.01
E0503T118	570	167.9588	0.01
E0503T119	575	168.0490	0.01
E0503T120	580	168.1370	0.01
E0503T121	585	168.2229	0.01
E0503T122	590	168.3067	0.01
E0503T123	595	168.3885	0.01
E0503T124	600	168.4683	0.01
E0503T125	605	168.5461	0.01
