!!SBtab Document='AKAP79' Version='1.0' TableName='EX21__100nM__TRUE___TRUE' TableType='QuantityMatrix'
!TimePoint	!Time	>AKAR4pOUT	~AKAR4pOUT
E0203T001	-15	107.8887	1
E0203T002	-10	113.0669	1
E0203T003	 -5	113.6110	1
E0203T004	  0	114.2810	1
E0203T005	  5	115.2871	1
E0203T006	 10	119.0560	1
E0203T007	 15	121.6774	1
E0203T008	 20	123.2474	1
E0203T009	 25	123.8558	1
E0203T010	 30	124.0190	1
E0203T011	 35	126.6514	1
E0203T012	 40	131.0670	1
E0203T013	 45	132.0560	1
E0203T014	 50	134.2288	1
E0203T015	 55	134.5775	1
E0203T016	 60	134.7047	1
E0203T017	 65	137.2715	1
E0203T018	 70	138.7649	1
E0203T019	 75	141.3761	1
E0203T020	 80	141.4654	1
E0203T021	 85	141.0592	1
E0203T022	 90	142.0421	1
E0203T023	 95	145.8099	1
E0203T024	100	145.9328	1
E0203T025	105	146.9258	1
E0203T026	110	147.5396	1
E0203T027	115	147.2434	1
E0203T028	120	147.1208	1
E0203T029	125	150.8793	1
E0203T030	130	150.3440	1
E0203T031	135	151.9351	1
E0203T032	140	151.0605	1
E0203T033	145	153.1777	1
E0203T034	150	153.1837	1
E0203T035	155	154.7343	1
E0203T036	160	153.7558	1
E0203T037	165	156.0192	1
E0203T038	170	157.3961	1
E0203T039	175	158.6692	1
E0203T040	180	156.7209	1
E0203T041	185	157.7124	1
E0203T042	190	157.9018	1
E0203T043	195	159.8086	1
E0203T044	200	159.9900	1
E0203T045	205	157.5172	1
E0203T046	210	159.4375	1
E0203T047	215	160.5066	1
E0203T048	220	162.1866	1
E0203T049	225	161.8201	1
E0203T050	230	161.7974	1
E0203T051	235	161.4809	1
E0203T052	240	162.2807	1
E0203T053	245	164.3244	1
E0203T054	250	164.2986	1
E0203T055	255	162.8356	1
E0203T056	260	164.0255	1
E0203T057	265	164.6778	1
E0203T058	270	163.5021	1
E0203T059	275	162.9580	1
E0203T060	280	164.3136	1
E0203T061	285	166.3812	1
E0203T062	290	165.6734	1
E0203T063	295	166.5796	1
E0203T064	300	165.7891	1
E0203T065	305	166.4802	1
E0203T066	310	166.2206	1
E0203T067	315	167.4284	1
E0203T068	320	165.8990	1
E0203T069	325	167.2951	1
E0203T070	330	165.5203	1
E0203T071	335	166.9037	1
E0203T072	340	167.7723	1
E0203T073	345	167.6005	1
E0203T074	350	166.9536	1
E0203T075	355	166.3763	1
E0203T076	360	168.5360	1
E0203T077	365	170.2598	1
E0203T078	370	169.4026	1
E0203T079	375	168.0712	1
E0203T080	380	167.7680	1
E0203T081	385	168.2963	1
E0203T082	390	168.7519	1
E0203T083	395	169.0169	1
E0203T084	400	168.2019	1
E0203T085	405	168.6100	1
E0203T086	410	169.6119	1
E0203T087	415	168.8412	1
E0203T088	420	170.3789	1
E0203T089	425	170.4132	1
E0203T090	430	170.2423	1
E0203T091	435	169.7771	1
E0203T092	440	167.9715	1
E0203T093	445	170.9063	1
E0203T094	450	170.3567	1
E0203T095	455	170.4883	1
E0203T096	460	171.3730	1
E0203T097	465	169.4142	1
E0203T098	470	169.7206	1
E0203T099	475	169.1899	1
E0203T100	480	169.0906	1
E0203T101	485	170.7852	1
E0203T102	490	171.3819	1
E0203T103	495	171.6706	1
E0203T104	500	170.9849	1
E0203T105	505	170.2460	1
E0203T106	510	169.4906	1
E0203T107	515	169.3775	1
E0203T108	520	170.0435	1
E0203T109	525	171.1745	1
E0203T110	530	170.2531	1
E0203T111	535	170.7573	1
E0203T112	540	168.5509	1
E0203T113	545	170.5896	1
E0203T114	550	170.8057	1
E0203T115	555	171.2948	1
E0203T116	560	170.9347	1
E0203T117	565	171.9078	1
E0203T118	570	170.8729	1
E0203T119	575	170.6212	1
E0203T120	580	170.7931	1
E0203T121	585	171.6271	1
E0203T122	590	170.5467	1
E0203T123	595	172.0013	1
E0203T124	600	170.8768	1
E0203T125	605	169.3865	1
